Additional Features,Antivirus,Backlit Keyboard,Battery Backup,Battery Cell,Bluetooth,Brand,Brightness,Cache,Certification,Chipset,Clock Speed,Color,Color Gamut,Covered in Warranty,Dedicated Graphic Memory Capacity,Dedicated Graphic Memory Type,Dimensions,Disk Drive,Dock Port,Domestic Warranty,EMMC Storage Capacity,Ethernet,Expandable Memory,Expandable SSD Capacity,Face Recognition,Finger Print Sensor,Firewire Port,Graphic Processor,HDD Capacity,HDMI Port,Hardware Interface,Inbuilt 4G LTE,Included Software,Internal Mic,International Warranty,Keyboard,Laptop Bag,Lock Port,MS Office Provided,Memory Slots,Mic In,Model Name,Model Number,Multi Card Slot,NFC Support,Not Covered in Warranty,Number of Cores,OS Architecture,Operating System,Optane Memory,Other Accessories,Part Number,Pointer Device,Power Supply,Price,Processor Brand,Processor Generation,Processor Name,Processor Variant,RAM,RAM Frequency,RAM Type,RJ11,RJ45,RPM,Read/Write Speed,Recovery Options,Refresh Rate,S-video,SSD,SSD Capacity,Sales Package,Screen Resolution,Screen Size,Screen Type,Security Chip,Series,Sound Chip,Sound Properties,Speakers,Storage Type,Stylus Included,Suitable For,Supported Operating System,System Architecture,TGP,Touchscreen,Type,USB Port,VGA Port,Warranty Service Type,Warranty Summary,Web Camera,Weight,Wireless LAN,Wireless WAN
,,,,,v5.2,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,,,,,Up to 4.5 GHz,Mecha Gray,,Manufacturing Defects,6 GB,GDDR6,354 x 251 x 24.9 mm,Not Available,,,,,,,,,,NVIDIA GeForce RTX 4050,,,,,,Yes,,Backlit Chiclet Keyboard 1-Zone RGB,,,No,,,FA507NUR-LP082W,FA507NUR-LP082W,,,Physical Damage,,,Windows 11 Home,,,90NR0JP5-M004Z0,,,"₹92,990",AMD,,Ryzen 7 Octa Core,7435HS,16 GB,,DDR5,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,39.62 cm (15.6 Inch),"Full HD, 144Hz, 85/85/85/85, Value IPS-level, 1000:1, 250nits, 72%, 100%, 75.35%, Anti-glare display",,TUF Gaming A15,,,Yes,SSD,,Gaming,,,,No,Gaming Laptop,"1 x USB 3.2 Gen 2 Type-C, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC, 2 x USB 3.2 Gen 1 Type-A",,Onsite,1 Year Onsite Warranty,720P HD camera,2.20 Kg,Wi-Fi 6(802.11ax) (Dual band) 2*2,
,,Yes,Up To 8 Hours,,5.2,CHUWI Intel Core i3 12th Gen Intel Core i3-1215U - (12 GB/512 GB SSD/Windows 11 Home) FreeBook 2 in 1 ...,,10 MB,,,2.8GHz,Grey,,Manufacturing Defects,,GDDR3,,Not Available,No,1 Year,,,,,No,No,,Intel Integrated Intel UHD Graphics,,No,,No,Operating System Software,Yes,,"Full-Sized Keyword
(Ultra narrow bezel)",No,No,No,,,FreeBook,FreeBook,,No,Physical & Water Damage,6,64 bit,Windows 11 Home,,,CWI577,,65 W PD Fast Charger,"₹37,990",Intel,12th Gen,Core i3,Intel Core i3-1215U,12 GB,,LPDDR4,,,,,,,,Yes,512 GB,"Laptop, User Manual, Charging Cable",2256x1504 pixel,34.29 cm (13.5 inch),2K UHD Retina,,,,,Four Speakers,SSD,No,"Everyday Use, Learning, Travel & Business, Processing & Multitasking, Entertainment",,,,Yes,2 in 1 Laptop,3x USB Type C,,Service Center,1 Year Onsite Warranty,Yes,1.7 kg,WIFI6 (802.11ax1),
42 Wh,,No,,,v5.2,Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,,12 MB,,AMD SoC Platform,Upto 4.3 GHz,Cloud Grey,,Manufacturing Defects,,,360.2 x 236 x 17.9mm,Not Available,,1 Year,,,16 GB,,,,,AMD Radeon AMD,,1x HDMI 1.4b,,,,Built-in Dual array microphone,,"Non-backlit, English",,,Yes,,Yes,15ALC7,15ALC7,,,Physical Damage,8,,Windows 11 Home,,,82R400EFIN|82R400EHIN,,,"₹41,990",AMD,,Ryzen 7 Octa Core,5700U,16 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, battery, adapter, cables and user manuals",1920 x 1080 Pixel,39.62 cm (15.6 inch),"FHD, IPS 250nits Anti-glare",,IdeaPad 1,,,Built-in Dual Dolby Stereo speakers,SSD,,Processing & Multitasking,Windows 11 Home,,,No,Thin and Light Laptop,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1",,Carry-in,1 Yr. Onsite + 1 Yr. Accidental Damage Protection,HD 720p with Privacy Shutter,1.61 kg,"Wi-Fi 6, 11ax 2x2",
,,,,,v5.3,Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin and...,,,,,700 MHz upto max turbo frequency at 4.5 Ghz,Cloud Grey,,Manufacturing Defects,,,356 x 251 x 17.9 mm,Not Available,,,,,,,No,No,,Intel Integrated Arc,,1 x HDMI 1.4b,,,,Yes,,"Backlit, English",,,Yes,,,16IMH9,16IMH9,,,Physical Damage,,,Windows 11 Home,,,83DC0042IN|83DC0003IN,,,"₹81,990",Intel,,Core Ultra 5,125H,16 GB,,LPDDR5X,,,,,,,,Yes,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1200 Pixel,40.64 cm (16 inch),"WUXGA, IPS 300nits Anti-glare, 100% sRGB, 60Hz",,IdeaPad Slim 5 AI PC,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.4",,Carry-in,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"Full HD 1080p + IR with Privacy Shutter, ToF Sensor",1.89 Kg,"Wi-Fi 6E, 11ax 2x2",
,,,Upto 8 Hours As per the testing done in infinix labs and controlled environment,57Wh,v5.2,Infinix X Air Pro+ Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) XL434 Thin and Li...,,12MB,,Intel Core i5 13th Gen,Max Turbo Boost Frequency Upto 4.6 GHz,Silver,,Manufacturing Defects,,,315.6 mm x 15.3 mm x 225.6 mm,Not Available,,1 Year,,Not Applicable,,,Yes,No,,Intel Integrated Iris Xe,,1 x HDMI 1.4,NVMe PCIE 3.0 SSD,,,Two Built-in D-Mic,,Backlit Keyboard,No,,No,1,Yes,INBOOK Air Pro+,XL434,No,No,Physical Damage,10,64 bit,Windows 11 Home,,,71008302159,,65W Type C Adapter,"₹49,990",Intel,13th Gen,Core i5,1334U,16 GB,4267 MHz,LPDDR4X,No,No,,,,120 Hz,No,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",2880 x 1800 Pixels,35.56 cm (14 inch),"2.8K OLED Display, 16:10 Aspect Ratio, 440 Nits Peak Brightness, 120Hz Refresh Rate, 100% sRGB, 100% DCI-P3, Delta E<1, 1000000:1 Contrast Ratio",,X Air Pro+,,DTS Audio Processing,DTS Audio Processing,SSD,,"Everyday Use, Performance, Processing & Multitasking",Windows 11 Home,64 bit,,No,Thin and Light Laptop,"1 x USB 3.2 Gen 1, 2 x USB C-Type",No,Onsite,1 Year Onsite Warranty,FHD+ IR (Supports Face Recognition),1.0 kg,Not Applicable,
,,,,3 cell,v5.3,MSI Thin 15 Intel Core i5 12th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,,,,,1.5 GHz upto Max Turbo Frequency4.6 GHz,Cosmos Grey,,Manufacturing Defects,4 GB,GDDR6,359 x 254 x 21.7 mm,Not Available,,,,,,,,No,,NVIDIA GeForce RTX 2050,,1x HDMI (4K @ 30Hz),,,,,,Blue Backlit Gaming Keyboard,,,No,,Yes,Thin 15 B13UCX-1808IN,Thin 15 B13UCX-1808IN,,,"Physical Damage, Burn, Liquid Spill",,,Windows 11 Home,,,9S7-16R831-1808,,120W,"₹53,990",Intel,12th Gen,Core i5,13420H,8 GB,,DDR4,,,,,,144 Hz,,Yes,512 GB,"Laptop,Battery,Power Adapter, User Guide",1920 x 1080 Pixel,39.62 cm (15.6 Inch),"Full HD , 144Hz 45%NTSC IPS-Level",,Thin 15,,,2x 2W Speaker,SSD,,Gaming,,,,No,Gaming Laptop,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",,Onsite,2 Year Onsite Warranty,HD type (30fps@720p),1.86 Kg,802.11 ax Wi-Fi 6E,
,,,Upto 3 Hours,,v5.3,Colorful Evol P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVID...,,,,,Max turbo frequency at 4.90 Ghz,Mist White,,Manufacturing Defects,8 GB,GDDR6,360 X 249 X 25.9 mm,Not Available,,,,,Upto 64 GB,,,,,NVIDIA GeForce RTX 4060,,1 x HDMI Port,,,,Monaural microphone,,Illuminated Keyboard,,,No,,,EVOL,A10204900072,,,Physical Damage,,,Windows 11 Home,,,A10204900071,,,"₹83,990",Intel,13th Gen,Core i7,13620H,16 GB,,DDR5,,,,,,,,Yes,512 GB,"Laptop, Warranty Card, Certificate of Conformity, Instruction manual, Silicon Thermal Pad",2560 x 1600 Pixel,39.62 cm (15.6 Inch),Quad HD LCD Display,,Evol P15,,,High Deginition Speaker,SSD,,Gaming,,,,No,Gaming Laptop,"1 x USB 3.2 Gen1,1 x USB 3.2 Gen2, 1 x USB 3.2 Gen2 Type C ,1 x USB 2.0",,Carry-in,2 Year Carry-in Warranty,1.0 Megapixel,2.4 Kg,Wireless 802.11 a/b/g,
,,No,Upto 8 hrs,,v4.2,Ultimus Pro Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN C...,,4 MB Intel® Smart Cache,BIS,,Max Frequency Up to 2.8 GHz,Silver,45% NTSC,Battery & Adaptor warranty up to 6 months,,,,Not Available,,1 Year,128 GB,,,,,,,Intel Integrated UHD,,1 x Mini HDMI Port,64,,Pre loaded windows APP,Yes,,,,,No,,,NU14U3INC43BN CS,NU14U3INC43BN CS,,No,Physical Damage,2,,Windows 11 Home,,,NU14U3INC43BN-CS,,,"₹11,990",Intel,,Celeron Dual Core,N4020,4 GB,,DDR4,,,,,Yes,,,No,,"Laptop, Power Adapter, Warranty Documents, User Manual",1366 x 768 Pixel,35.81 cm (14.1 inch),HD,,Pro,,,Yes,SSD,No,Entertainment,Windows 11 Home,14 NM,,No,Thin and Light Laptop,"USB 3.0 x 1, USB 2.0 x 1",,Onsite,1 Year Onsite Warranty,1 Mega Pixel,1.3 g,,802.11 b/g/n/ac 2.4G & 5G
42 WHrs Li-ion Battery,,No,,3 Cell,v5.0,ASUS Vivobook 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin...,,10 MB,,,Upto 4.50GHz,Transparent Silver,,Manufacturing Defects,,,324.9 x 213.9 x 17.9 ~ 17.9,Not Available,,1 Year,,,,,,,,Intel Integrated Integrated,,1 x HDMI 1.4,,,,Built-in Array Digital Microphones,,Chiclet Keyboard,,,Yes,,Yes,X1404VA-NK322WS,X1404VA-NK322WS,,,Physical Damage,6,,Windows 11 Home,,,90NB10I2-M001T0,,45W AC Adapter,"₹36,990",Intel,13th Gen,Core i3,1315U,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,35.56 cm (14 Inch),"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 250nits Brightness, TUV Rheinland-certified, 82 % Screen-to-body ratio",,Vivobook 14,,,Built-in Speakers,SSD,,Processing & Multitasking,Windows 11 Home,,,No,Thin and Light Laptop,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",,"please call the ASUS Customer Support - 
1800-2090365 
rc_india@asus.com",1 Year Onsite Warranty,720p HD camera With privacy shutter,1.40 kg,Wi-Fi 6E(802.11ax) (Dual band) 1 x 1,
"Integrated 60Wh, AI Chip: LA1",,,,,v5.2,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,,20 MB,,Intel HM770 Chipset,"Base Frequency 2.4 GHz, Max Turbo Boost at 4.6 GHz",Luna Grey,,Manufacturing Defects,6 GB,GDDR6,359.86 x 258.7 x 21.9 mm,Not Available,,1 Year,,Integrated 100/1000M,32 GB,,,,,NVIDIA GeForce RTX 3050,,1 x HDMI 2.1,M.2 PCIe 4.0 x 4 NVMe,,Office Home & Student 2021,Integrated Dual Array Microphones,,"4-Zone RGB Backlit, English",,,Yes,2,Yes,LOQ,LOQ 15IRX9D2,,,Physical Damage,10,,Windows 11 Home,,,83DV00BHIN,"Buttonless Mylar Surface Multi Touch Touchpad, Supports Precision TouchPad (PTP)",170W Slim Tip (3-Pin),"₹79,999",Intel,13th Gen,Core i5,13450HX,16 GB,4800 MHz,DDR5,,Yes,2242,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixels,39.62 cm (15.6 Inch),"Full HD, IPS, 300 Nits Brightness, Anti-glare, 100% sRGB, 144Hz Refresh Rate, G-SYNC","Green Certifications (ErP Lot 3, RoHS Compliant), Other Certifications (TUV Rheinland Low Blue Light (Software Solution)), Firmware TPM 2.0 Enabled",LOQ,"High Definition (HD) Audio, Realtek ALC3287 Codec",Optimized with Nahimic Audio,2W Dual Stereo Speakers,SSD,,Gaming,Windows 11,,,No,Gaming Laptop,"3 x USB-A (USB 5 Gbps/ USB 3.2 Gen 1), 1 x USB-C (USB 10 Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort 1.4",,Carry-In,1Yr Warranty and 1 Yr Accidental Damage Protection,Full HD 1080p with E-Shutter,2.38 kg,"Wi-Fi 6, 802.11 ax 2x2",
,,No,Up to 10 hrs,Battery,v4.2,Ultimus Neo Intel Core i3 10th Gen 1035G4 - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INT54BN-SG Thin an...,,,,,Max Turbo Frequency up to 3.7 GHz,Space Grey,,Battery & Adaptor warranty up to 6 months,,,,Not Available,No,12 Months,,,,NA,No,No,,Intel Integrated UHD,,Yes,,No,Pre loaded windows APP,Yes,,,No,,No,Yes,Yes,NU14U3INT54BN-SG,NU14U3INT54BN-SG,,No,Physical Damage,,,Windows 11 Home,,NA,NU14U3INT54BN-SG,Multi-Touch Trackpad,,"₹21,990",Intel,10th Gen,Core i3,1035G4,8 GB,,DDR4,No,Yes,,,Yes,,No,Yes,256 GB,"Laptop, Power Adapter, Warranty Documents, User Manual",1920 x 1080 Pixel,35.81 cm (14.1 Inch),Full HD,,Neo,Audio,Intel® Smart Sound Technology,Yes,SSD,,Entertainment,Windows 11 Home,,,No,Thin and Light Laptop,Yes,No,Onsite,1 Year Onsite Warranty,2 MP,1.3 kg,,
,,,,,v5.3,MSI Sword 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,,,,,1.5 GHz upto Max turbo frequency at 5.5 Ghz,Cosmos Gray,,Manufacturing Defects,8 GB,GDDR6,359 x 266.4 x 27.9 mm,Not Available,,,,,,,No,,,NVIDIA GeForce RTX 4070,,1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz),,,,Yes,,24-Zone RGB Gaming Keyboard,,,No,,,Sword 16 HX B14VGKG-207IN,Sword 16 HX B14VGKG-207IN,,,"Physical Damage, Burn, Liquid Spill",,,Windows 11 Home,,,9S7-15P214-207,,,"₹1,49,990",Intel,14th Gen,Core i7,14700HX,16 GB,,DDR5,,,,,,144 Hz,,Yes,1 TB,"Laptop,Battery,Power Adapter, User Guide, MSI Laptop Bag",1920 x 1200 Pixel,40.64 cm (16 Inch),"FHD+ , 144Hz, IPS-level panel",,Sword 16 HX,,,Yes,SSD,,Gaming,,,,No,Gaming Laptop,"1 x Type-C (USB3.2 Gen2 / DP) with PD charging, 3 x Type-A USB3.2 Gen1",,Onsite,2 Year Onsite Warranty,HD type (30fps@720p)3D Noise Reduction (3DNR),2.3 Kg,802.11 ax Wi-Fi 6E,
,,,,,v5.2,MSI Cyborg 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,,,,,1.7 GHz upto Max turbo frequency at 4.70 Ghz,Translucent Black,,Manufacturing Defects,6 GB,GDDR6,359.36 x 250.34 x 22.9 mm,Not Available,,,,,,,No,,,NVIDIA GeForce RTX 3050,,1x HDMI 2.1 (4K @ 60Hz),,,,Yes,,Blue Backlit Gaming Keyboard,,,No,,,Cyborg 15 A12UDX-1048IN,Cyborg 15 A12UDX-1048IN,,,"Physical Damage, Burn, Liquid Spill",,,Windows 11 Home,,,9S7-15K111-1048,,,"₹79,990",Intel,12th Gen,Core i7,12650H,16 GB,,DDR5,,,,,,144 Hz,,Yes,512 GB,"Laptop,Battery,Power Adapter, User Guide",1920 x 1080 Pixel,39.62 cm (15.6 Inch),"FHD , 144Hz 45%NTSC IPS-Level",,Cyborg 15,,,Yes,SSD,,Gaming,,,,No,Gaming Laptop,"1 x Type-C (USB3.2 Gen1 / DP) ,2 x Type-A USB3.2 Gen1",,Onsite,2 Year Onsite Warranty,HD type (30fps@720p),1.98 Kg,802.11 ax Wi-Fi 6,
,,No,3 hours,"HP Long Life 3-cell, 41 Wh Li-ion",5,HP 250 G9 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) 250 G9 Thin and Light Lapt...,,4MB,,,2.1 GHz,Silver,0.45,MANUFACTURING DEFECT,,,324 x 225 x 17.9 mm,Not Available,,1 Year,,,NA,,,No,,Intel Integrated Not Available,,,256 GB PCIe® NVMe™ SSD,No,Windows 11,,,Standard Notebook Keyboard,No,,No,M2,,250 G9,250 G9,,,"Physical Damges , Mother Board Issues",2,32 bit,Windows 11 Home,,,6S798EA,Touchpad with multi-touch gesture support,HP Smart 65 W EM External AC power adapter,"₹25,900",Intel,,Celeron Dual Core,N4500,8 GB,3200 MHz,DDR4,,,3200,NA,,60 Hz,,Yes,256 GB,"Laptop, Power Adapter, User Guide",1366*768 pixel,39.62 cm (15.6 inch),"Display 39.6 cm (15.6"") diagonal, HD (1366 x 768), narrow bezel, anti-glare, 250 nits, 45% NTSC",,250 G9,,,Built-in Speakers,SSD,No,Everyday Use,Windows 11,,,No,Thin and Light Laptop,1 USB Type-C® 5Gbps signaling rate 2 USB Type-A 5Gbps signaling rate 1 AC power 1 HDMI 1.4b 1 stereo headphone/microphone combo jack,,Visit HP Service Centre,1 year Domestic warranty,720p HD camera,1.47 kg,802.11 a/b/g/n/ac,
,,,,,v5.4,MSI Prestige 13 Evo AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,,,,,700 MHz upto max turbo frequency at 4.5 Ghz,Stellar Gray,,Manufacturing Defects,,,299 x 210 x 16.9 mm,Not Available,,,,,,,Yes,Yes,,Intel Integrated Arc,,1x HDMI 2.1 (8K 60Hz / 4K 120Hz),,,,Yes,,Single Backlit Keyboard (White),,,No,,,Prestige 13 AI Evo A1MG,Prestige 13 AI Evo A1MG,,,"Physical Damage, Burn, Liquid Spill",,,Windows 11 Home,,,9S7-13Q222-052,,,"₹91,990",Intel,,Core Ultra 5,125H,16 GB,,LPDDR5,,,,,,,,Yes,1 TB,"Laptop,Battery,Power Adapter, User Guide",2880 x 1800 Pixel,33.78 cm (13.3 Inch),"2.8K OLED panel, 100% DCI-P3",,Prestige 13 Evo AI PC,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"2 x Type-C (USB / DP / Thunderbolt 4) with PD charging, 1 x Type-A USB3.2 Gen2",,Carry-in,2 Year Carry-in Warranty,IR FHD type (30fps@1080p) with HDR3D Noise Reduction+ (3DNR+),0.99 Kg,Intel Killer BE Wi-Fi 7,
,,Yes,Upto 18 Hours,,v5.3,Apple MacBook Pro Apple M3 Max - (36 GB/1 TB SSD/macOS Sonoma) MRX83HN/A,,,,,,Silver,,Manufacturing Defects,,,312.6 x 221.2 x 15.5 mm,Not Available,,1 Year,,,,,,,,NA,,,,,"Built-in Apps- App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos",Studio‑quality three-mic array with high signal-to-noise ratio and directional beamforming,,Backlit Magic Keyboard,,,No,,Yes,MacBook Pro,MRX83HN/A,,,Physical Damage,,,macOS Sonoma,,,MRX83HN/A,Force Touch Trackpad,,"₹2,99,990",Apple,,M3 Max,,36 GB,,Unified Memory,,,,,,,,Yes,1 TB,"MacBook Pro, 96W USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",3024 x 1964 Pixels,35.56 cm (14 Inch),"XDR (Extreme Dynamic Range), 10,00,000:1 contrast ratio, XDR brightness: 1,000 nits sustained full-screen, 1,600 nits peak2 (HDR content only), SDR brightness: 600 nits",,MacBook Pro,,High-fidelity six-speaker sound system with force-cancelling woofers,Built-in Speakers,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,3 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps),,Onsite,1 Year Limited Warranty,1080p FaceTime HD camera,1.62 Kg,Wi-Fi 6E (802.11ax),
41 Wh Li-ion Battery,,No,,3 Cell,v5.3,HP FC0026AU AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light...,,4 MB,,,2.4GHz Upto 4.1GHz,Natural Silver,,Manufacturing Defects,,,358 x 242 x 19.9,Not Available,,1 Year,,,,,,,,AMD Radeon AMD,,1 x HDMI 1.4b,,,,Built-in Dual Array Digital Microphones,,"Full-size, soft grey keyboard with numeric keypad",,,Yes,,,15-fc0025AU,15-fc0025AU,,,Physical Damage,4,64 bit,Windows 11 Home,,,7L029PA#ACJ,,,"₹31,799",AMD,,Ryzen 3 Quad Core,7320U,8 GB,,DDR4,,,,,,,,Yes,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1080 Pixel,39.62 cm (15.6 Inch),"FHD, micro-edge, anti-glare, Brightness: 250 nits, Color Gamut: 45%NTSC",,FC0026AU,,,Built-in Dual Speakers,SSD,,Processing & Multitasking,Windows 11 Home,64 Bit,,No,Thin and Light Laptop,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",,Onsite,1 Year Onsite Warranty,HP True Vision 1080p FHD camera,1.75 Kg,Realtek Wi-Fi 6 (1x1),
,,,,,v5.3,Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin and...,,,,,700 MHz upto max turbo frequency at 4.5 Ghz,Cloud Grey,,Manufacturing Defects,,,356 x 251 x 17.9 mm,Not Available,,,,,,,No,No,,Intel Integrated Arc,,1 x HDMI 1.4b,,,,Yes,,"Backlit, English",,,Yes,,,16IMH9,16IMH9,,,Physical Damage,,,Windows 11 Home,,,83DC0042IN|83DC0003IN,,,"₹81,990",Intel,,Core Ultra 5,125H,16 GB,,LPDDR5X,,,,,,,,Yes,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1200 Pixel,40.64 cm (16 inch),"WUXGA, IPS 300nits Anti-glare, 100% sRGB, 60Hz",,IdeaPad Slim 5 AI PC,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.4",,Carry-in,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"Full HD 1080p + IR with Privacy Shutter, ToF Sensor",1.89 Kg,"Wi-Fi 6E, 11ax 2x2",
,,,,,v5.3,Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Thin and...,,,,,700 MHz upto max turbo frequency at 4.5 Ghz,Cloud Grey,,Manufacturing Defects,,,356 x 251 x 17.9 mm,Not Available,,,,,,,No,No,,Intel Integrated Arc,,1 x HDMI 1.4b,,,,Yes,,"Backlit, English",,,Yes,,,16IMH9,16IMH9,,,Physical Damage,,,Windows 11 Home,,,83DC0042IN|83DC0003IN,,,"₹81,990",Intel,,Core Ultra 5,125H,16 GB,,LPDDR5X,,,,,,,,Yes,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",1920 x 1200 Pixel,40.64 cm (16 inch),"WUXGA, IPS 300nits Anti-glare, 100% sRGB, 60Hz",,IdeaPad Slim 5 AI PC,,,Yes,SSD,,Processing & Multitasking,,,,No,Thin and Light Laptop,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), 1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On, 2 x USB-C (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort 1.4",,Carry-in,1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"Full HD 1080p + IR with Privacy Shutter, ToF Sensor",1.89 Kg,"Wi-Fi 6E, 11ax 2x2",
,,No,3 hours,"HP Long Life 3-cell, 41 Wh Li-ion",v5.0,HP 255 G8 Silver AMD Ryzen 5 Hexa Core AMD Ryzen 5 5500U - (8 GB/256 GB SSD/Windows 11 Home) 255 Busin...,250 Nits,4 MB L3 cache 4 Cores,,,2.1 GHz base clock,Silver,45% NTSC,MANUFACTURING DEFECT,,,324 x 225 x 17.9 mm,Not Available,,1 Year,,,,,,No,,AMD Radeon AMD Radeon™ Graphics,,1 HDMI,256GB PCIe® NVMe™ SSD,No,Windows,integrated digital microphone,,Full-size island-style Jet Black keyboard with numeric keypad,No,,No,2 SODIMM,,255 G8 Laptop,255,,No,"Physical Damges , Mother Board Issues",4,32 bit,Windows 11 Home,,,7J035aa,Touchpad with multi-touch gesture support,45 W USB Type-C power adapter,"₹30,490",AMD,,Ryzen 5 Hexa Core,AMD Ryzen 5 5500U,8 GB,3200 MHz,DDR4,,Yes,3200,NA,NA,,No,Yes,256 GB,"Laptop, Power Adapter, Cable",1366 x 768 pixel,39.62 cm (15.6 inch),39.6 cm (15.6) diagonal HD display,,255 G8 Silver,,,Stereo speakers,SSD,No,"Travel & Business, Everyday Use, Entertainment, Processing & Multitasking, Performance",Windows 11,32,,No,Business Laptop,2 Super Speed USB Type-A 5Gbps signaling rate; 1 SuperSpeed USB Type-C® 5Gbps signaling rate; 1 RJ-45; 1 headphone/microphone combo; 1 HDMI 1.4b; 1 AC power,,Visit HP Service Centre,1 year Domestic warranty,720p HD camera,1.47 kg,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 combo,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi® and Bluetooth® 5 combo
